date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-08-20,CH,16523,8606033,4893819,0.19,0.12,56.86,10597.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-21,CH,7489,8606033,4901308,0.09,0.13,56.95,10850.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-22,CH,465,8606033,4901773,0.01,0.13,56.96,11293.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-23,CH,11738,8606033,4913511,0.14,0.14,57.09,11748.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-24,CH,12863,8606033,4926374,0.15,0.15,57.24,12285.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-25,CH,15938,8606033,4942312,0.19,0.15,57.43,12909.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-26,CH,17221,8606033,4959533,0.2,0.15,57.63,13063.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-27,CH,20285,8606033,4979818,0.24,0.16,57.86,13498.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-28,CH,11854,8606033,4991672,0.14,0.16,58,13871,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-29,CH,1544,8606033,4993216,0.02,0.16,58.02,14098.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-30,CH,14785,8606033,5008001,0.17,0.17,58.19,14284.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-08-31,CH,15470,8606033,5023471,0.18,0.17,58.37,14473.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-01,CH,17532,8606033,5041003,0.2,0.17,58.58,14462.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-02,CH,18524,8606033,5059527,0.22,0.17,58.79,14583,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-03,CH,21605,8606033,5081132,0.25,0.17,59.04,14672.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-04,CH,11780,8606033,5092912,0.14,0.17,59.18,14779,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-05,CH,2385,8606033,5095297,0.03,0.18,59.21,15425.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-06,CH,15412,8606033,5110709,0.18,0.19,59.39,16276.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-07,CH,16215,8606033,5126924,0.19,0.2,59.57,17413.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-08,CH,22055,8606033,5148979,0.26,0.22,59.83,18690.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-09,CH,24485,8606033,5173464,0.28,0.22,60.11,18908.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-10,CH,29565,8606033,5203029,0.34,0.23,60.46,20037.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-11,CH,20714,8606033,5223743,0.24,0.25,60.7,21273.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-12,CH,3914,8606033,5227657,0.05,0.26,60.74,22187.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-13,CH,23312,8606033,5250969,0.27,0.26,61.01,22290.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-14,CH,24869,8606033,5275838,0.29,0.26,61.3,21974.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-15,CH,28456,8606033,5304294,0.33,0.25,61.63,21239,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-16,CH,25202,8606033,5329496,0.29,0.25,61.93,21118.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-17,CH,27356,8606033,5356852,0.32,0.24,62.25,20326.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-18,CH,15564,8606033,5372416,0.18,0.23,62.43,19659.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-19,CH,3070,8606033,5375486,0.04,0.22,62.46,18557.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-20,CH,17769,8606033,5393255,0.21,0.21,62.67,17743.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-21,CH,20198,8606033,5413453,0.23,0.19,62.9,16456.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-22,CH,20742,8606033,5434195,0.24,0.18,63.14,15798.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-23,CH,19508,8606033,5453703,0.23,0.18,63.37,15666.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-24,CH,18343,8606033,5472046,0.21,0.17,63.58,14855.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-25,CH,10960,8606033,5483006,0.13,0.16,63.71,13812.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-26,CH,2146,8606033,5485152,0.02,0.15,63.74,12746.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-27,CH,12094,8606033,5497246,0.14,0.13,63.88,11570.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-28,CH,12895,8606033,5510141,0.15,0.12,64.03,10695.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-29,CH,13277,8606033,5523418,0.15,0.12,64.18,10119.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-09-30,CH,11279,8606033,5534697,0.13,0.12,64.31,10027.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-01,CH,12216,8606033,5546913,0.14,0.11,64.45,9500.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-02,CH,6931,8606033,5553844,0.08,0.1,64.53,8871,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-03,CH,1499,8606033,5555343,0.02,0.1,64.55,8374,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-04,CH,8407,8606033,5563750,0.1,0.09,64.65,7937.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-05,CH,8488,8606033,5572238,0.1,0.09,64.75,7533.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-06,CH,9798,8606033,5582036,0.11,0.09,64.86,7391.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-07,CH,8222,8606033,5590258,0.1,0.09,64.96,7309.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-08,CH,9392,8606033,5599650,0.11,NA,65.07,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-09,CH,5934,8606033,5605584,0.07,NA,65.14,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-10-10,CH,928,8606033,5606512,0.01,NA,65.15,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-22,CHFL,2,8644780,2,0,NA,0,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-23,CHFL,402,8644780,404,0,NA,0,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-24,CHFL,263,8644780,667,0,NA,0.01,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-25,CHFL,1,8644780,668,0,0,0.01,385.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-26,CHFL,436,8644780,1104,0.01,0.01,0.01,622.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-27,CHFL,0,8644780,1104,0,0.01,0.01,802,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-28,CHFL,1594,8644780,2698,0.02,0.01,0.03,800.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-29,CHFL,1661,8644780,4359,0.02,0.01,0.05,801.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-30,CHFL,1659,8644780,6018,0.02,0.01,0.07,739.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2020-12-31,CHFL,252,8644780,6270,0,0.01,0.07,739.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-01,CHFL,6,8644780,6276,0,0.01,0.07,1028.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-02,CHFL,3,8644780,6279,0,0.02,0.07,1804.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-03,CHFL,1,8644780,6280,0,0.03,0.07,2378,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-04,CHFL,3619,8644780,9899,0.04,0.04,0.11,3353.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-05,CHFL,7092,8644780,16991,0.08,0.05,0.2,4479.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-06,CHFL,5673,8644780,22664,0.07,0.05,0.26,4781.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-07,CHFL,7082,8644780,29746,0.08,0.05,0.34,4785.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-08,CHFL,7884,8644780,37630,0.09,0.06,0.44,5311.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-09,CHFL,2119,8644780,39749,0.02,0.07,0.46,5767,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-10,CHFL,32,8644780,39781,0,0.07,0.46,6503.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-11,CHFL,7297,8644780,47078,0.08,0.08,0.54,6982.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-12,CHFL,10282,8644780,57360,0.12,0.08,0.66,7365,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-13,CHFL,10830,8644780,68190,0.13,0.09,0.79,7682,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-14,CHFL,10433,8644780,78623,0.12,0.09,0.91,7771.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-15,CHFL,10562,8644780,89185,0.12,0.1,1.03,8365.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-16,CHFL,4338,8644780,93523,0.05,0.11,1.08,9254.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-17,CHFL,661,8644780,94184,0.01,0.12,1.09,10491.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-18,CHFL,11451,8644780,105635,0.13,0.14,1.22,12217.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-19,CHFL,16509,8644780,122144,0.19,0.16,1.41,13445.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-20,CHFL,19485,8644780,141629,0.23,0.16,1.64,13642.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-21,CHFL,22516,8644780,164145,0.26,0.16,1.9,13715.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-22,CHFL,19158,8644780,183303,0.22,0.17,2.12,14335,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-23,CHFL,5718,8644780,189021,0.07,0.18,2.19,15163.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-24,CHFL,1169,8644780,190190,0.01,0.18,2.2,15550.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-25,CHFL,15790,8644780,205980,0.18,0.18,2.38,15769.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-26,CHFL,22307,8644780,228287,0.26,0.18,2.64,15173.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-27,CHFL,22195,8644780,250482,0.26,0.17,2.9,14357,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-28,CHFL,24051,8644780,274533,0.28,0.16,3.18,14190,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-29,CHFL,14987,8644780,289520,0.17,0.16,3.35,13623.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-30,CHFL,0,8644780,289520,0,0.14,3.35,12390.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-31,CHFL,0,8644780,289520,0,0.13,3.35,11184.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-01,CHFL,11825,8644780,301345,0.14,0.11,3.49,9667.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-02,CHFL,13675,8644780,315020,0.16,0.11,3.64,9296.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-03,CHFL,13752,8644780,328772,0.16,0.11,3.8,9556.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-04,CHFL,13436,8644780,342208,0.16,0.11,3.96,9687.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-05,CHFL,12390,8644780,354598,0.14,0.11,4.1,9402.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-06,CHFL,1815,8644780,356413,0.02,0.11,4.12,9489.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-07,CHFL,922,8644780,357335,0.01,0.11,4.13,9875.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-08,CHFL,9829,8644780,367164,0.11,0.12,4.25,10256.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-09,CHFL,14281,8644780,381445,0.17,0.13,4.41,10773.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-10,CHFL,16456,8644780,397901,0.19,0.13,4.6,10997.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-11,CHFL,16101,8644780,414002,0.19,0.13,4.79,10985.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-12,CHFL,16008,8644780,430010,0.19,0.13,4.97,10976.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-13,CHFL,3385,8644780,433395,0.04,0.13,5.01,10749,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-14,CHFL,836,8644780,434231,0.01,0.12,5.02,9919.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-15,CHFL,9766,8644780,443997,0.11,0.11,5.14,9297.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-16,CHFL,12691,8644780,456688,0.15,0.1,5.28,8379.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-17,CHFL,10652,8644780,467340,0.12,0.1,5.41,8284,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-18,CHFL,11742,8644780,479082,0.14,0.1,5.54,8280,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-19,CHFL,9587,8644780,488669,0.11,0.09,5.65,7900.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-20,CHFL,2714,8644780,491383,0.03,0.09,5.68,7498.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-21,CHFL,808,8644780,492191,0.01,0.08,5.69,7383.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-22,CHFL,7111,8644780,499302,0.08,0.08,5.78,7109.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-23,CHFL,9876,8644780,509178,0.11,0.08,5.89,6918,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-24,CHFL,9846,8644780,519024,0.11,0.08,6,6843,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-25,CHFL,9826,8644780,528850,0.11,0.08,6.12,6814.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-26,CHFL,8245,8644780,537095,0.1,0.08,6.21,7272.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-27,CHFL,2189,8644780,539284,0.03,0.09,6.24,7472.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-28,CHFL,611,8644780,539895,0.01,0.1,6.25,8304.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-01,CHFL,10315,8644780,550210,0.12,0.11,6.36,9386.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-02,CHFL,11277,8644780,561487,0.13,0.12,6.5,10313,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-03,CHFL,15666,8644780,577153,0.18,0.12,6.68,10484.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-04,CHFL,17404,8644780,594557,0.2,0.12,6.88,10543.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-05,CHFL,14729,8644780,609286,0.17,0.13,7.05,10904.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-06,CHFL,3388,8644780,612674,0.04,0.14,7.09,11783.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-07,CHFL,1027,8644780,613701,0.01,0.14,7.1,12241.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-08,CHFL,12839,8644780,626540,0.15,0.14,7.25,12496,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-09,CHFL,17433,8644780,643973,0.2,0.15,7.45,12653.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-10,CHFL,18869,8644780,662842,0.22,0.15,7.67,12708.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-11,CHFL,19187,8644780,682029,0.22,0.15,7.89,12702.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-12,CHFL,15829,8644780,697858,0.18,0.14,8.07,12402.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-13,CHFL,3778,8644780,701636,0.04,0.14,8.12,12044.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-14,CHFL,984,8644780,702620,0.01,0.13,8.13,11560,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-15,CHFL,10738,8644780,713358,0.12,0.13,8.25,11223,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-16,CHFL,14925,8644780,728283,0.17,0.13,8.42,11050.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-17,CHFL,15479,8644780,743762,0.18,0.13,8.6,10993.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-18,CHFL,16828,8644780,760590,0.19,0.13,8.8,10990.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-19,CHFL,14620,8644780,775210,0.17,0.13,8.97,11382.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-20,CHFL,3383,8644780,778593,0.04,0.14,9.01,11860.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-21,CHFL,959,8644780,779552,0.01,0.15,9.02,12669.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-22,CHFL,13485,8644780,793037,0.16,0.16,9.17,13876.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-23,CHFL,18267,8644780,811304,0.21,0.17,9.38,15134.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-24,CHFL,21146,8644780,832450,0.24,0.18,9.63,15742.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-25,CHFL,25277,8644780,857727,0.29,0.18,9.92,16019.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-26,CHFL,23424,8644780,881151,0.27,0.2,10.19,17091.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-27,CHFL,7640,8644780,888791,0.09,0.21,10.28,18509.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-28,CHFL,2897,8644780,891688,0.03,0.22,10.31,18913,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-29,CHFL,20989,8644780,912677,0.24,0.22,10.56,18696.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-30,CHFL,28196,8644780,940873,0.33,0.19,10.88,16221.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-31,CHFL,23968,8644780,964841,0.28,0.18,11.16,15694.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-01,CHFL,23764,8644780,988605,0.27,0.18,11.44,15433.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-02,CHFL,6098,8644780,994703,0.07,0.15,11.51,12965.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-03,CHFL,3949,8644780,998652,0.05,0.13,11.55,11606.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-04,CHFL,1070,8644780,999722,0.01,0.14,11.56,11929.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-05,CHFL,3713,8644780,1003435,0.04,0.15,11.61,12893,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-06,CHFL,18685,8644780,1022120,0.22,0.19,11.82,16333,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-07,CHFL,26228,8644780,1048348,0.3,0.2,12.13,17261.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-08,CHFL,30508,8644780,1078856,0.35,0.2,12.48,17516.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-09,CHFL,30178,8644780,1109034,0.35,0.25,12.83,21499.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-10,CHFL,10451,8644780,1119485,0.12,0.28,12.95,24196,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-11,CHFL,2853,8644780,1122338,0.03,0.3,12.98,26213.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-12,CHFL,31596,8644780,1153934,0.37,0.32,13.35,27792,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-13,CHFL,37558,8644780,1191492,0.43,0.34,13.78,29048.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-14,CHFL,40349,8644780,1231841,0.47,0.34,14.25,29622.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-15,CHFL,41559,8644780,1273400,0.48,0.35,14.73,29999.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-16,CHFL,38973,8644780,1312373,0.45,0.36,15.18,30740.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-17,CHFL,14467,8644780,1326840,0.17,0.37,15.35,31761.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-18,CHFL,5497,8644780,1332337,0.06,0.38,15.41,32745,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-19,CHFL,36782,8644780,1369119,0.43,0.4,15.84,34141.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-20,CHFL,44705,8644780,1413824,0.52,0.41,16.35,35220.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-21,CHFL,47232,8644780,1461056,0.55,0.42,16.9,36173,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-22,CHFL,51332,8644780,1512388,0.59,0.43,17.49,36731.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-23,CHFL,46527,8644780,1558915,0.54,0.43,18.03,36919.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-24,CHFL,21136,8644780,1580051,0.24,0.44,18.28,37682.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-25,CHFL,9408,8644780,1589459,0.11,0.44,18.39,38447.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-26,CHFL,38097,8644780,1627556,0.44,0.44,18.83,38327,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-27,CHFL,50044,8644780,1677600,0.58,0.45,19.41,39297.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-28,CHFL,52588,8644780,1730188,0.61,0.46,20.01,40051.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-29,CHFL,50489,8644780,1780677,0.58,0.47,20.6,40398.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-30,CHFL,53322,8644780,1833999,0.62,0.49,21.22,42377.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-01,CHFL,26412,8644780,1860411,0.31,0.5,21.52,43186.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-02,CHFL,11835,8644780,1872246,0.14,0.5,21.66,43283.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-03,CHFL,51951,8644780,1924197,0.6,0.52,22.26,44666.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-04,CHFL,55707,8644780,1979904,0.64,0.52,22.9,45090.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-05,CHFL,53268,8644780,2033172,0.62,0.53,23.52,45640.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-06,CHFL,60173,8644780,2093345,0.7,0.53,24.22,45806.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-07,CHFL,56286,8644780,2149631,0.65,0.52,24.87,45216.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-08,CHFL,30265,8644780,2179896,0.35,0.52,25.22,45338,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-09,CHFL,12997,8644780,2192893,0.15,0.53,25.37,45714.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-10,CHFL,47822,8644780,2240715,0.55,0.48,25.92,41517,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-11,CHFL,56555,8644780,2297270,0.65,0.46,26.57,40052.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
