date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202140,GR,chronic_disease,147,indication,199021,30897,NA,0.029,2.9000000000000004,12.5,0.07,15.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,GR,med_prof,0,indication,199021,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,GR,med_prof,0,indication,199021,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,GR,med_prof,121,indication,199021,121,NA,0.189,18.9,18.9,0.06,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,GR,med_prof,786,indication,199021,907,NA,0.415,41.5,35.8,0.39,0.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,GR,med_prof,668,indication,199021,1575,NA,0.368,36.8,36.199999999999996,0.34,0.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,GR,med_prof,292,indication,199021,1867,NA,0.095,9.5,25.2,0.15,0.94,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,GR,med_prof,862,indication,199021,2729,NA,0.393,39.300000000000004,28.4,0.43,1.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,GR,med_prof,1055,indication,199021,3784,NA,0.287,28.7,28.499999999999996,0.53,1.9,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,GR,med_prof,328,indication,199021,4112,NA,0.118,11.799999999999999,25.6,0.16,2.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,GR,med_prof,533,indication,199021,4645,NA,0.156,15.6,23.799999999999997,0.27,2.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,GR,med_prof,400,indication,199021,5045,NA,0.106,10.6,21.7,0.2,2.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,GR,med_prof,507,indication,199021,5552,NA,0.113,11.3,20,0.25,2.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,GR,med_prof,222,indication,199021,5774,NA,0.071,7.1,18.7,0.11,2.9,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,GR,med_prof,230,indication,199021,6004,NA,0.045,4.5,16.7,0.12,3.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,GR,med_prof,151,indication,199021,6155,NA,0.029,2.9000000000000004,15,0.08,3.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,GR,med_prof,170,indication,199021,6325,NA,0.034,3.4000000000000004,13.700000000000001,0.09,3.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,GR,med_prof,546,indication,199021,6871,NA,0.071,7.1,12.8,0.27,3.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,GR,med_prof,543,indication,199021,7414,NA,0.067,6.7,12,0.27,3.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,GR,med_prof,1182,indication,199021,8596,NA,0.117,11.700000000000001,11.899999999999999,0.59,4.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,GR,med_prof,795,indication,199021,9391,NA,0.096,9.6,11.700000000000001,0.4,4.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,GR,med_prof,1278,indication,199021,10669,NA,0.124,12.4,11.799999999999999,0.64,5.36,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,GR,med_prof,628,indication,199021,11297,NA,0.054,5.4,11,0.32,5.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,GR,med_prof,1208,indication,199021,12505,NA,0.092,9.2,10.8,0.61,6.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,GR,med_prof,809,indication,199021,13314,NA,0.079,7.9,10.6,0.41,6.69,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,GR,med_prof,614,indication,199021,13928,NA,0.049,4.9,10.100000000000001,0.31,7,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,GR,med_prof,522,indication,199021,14450,NA,0.048,4.8,9.700000000000001,0.26,7.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,GR,med_prof,306,indication,199021,14756,NA,0.025,2.5,9.1,0.15,7.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,GR,med_prof,285,indication,199021,15041,NA,0.029,2.9000000000000004,8.799999999999999,0.14,7.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,GR,med_prof,172,indication,199021,15213,NA,0.017,1.7000000000000002,8.4,0.09,7.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,GR,med_prof,110,indication,199021,15323,NA,0.02,2,8.200000000000001,0.06,7.7,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,GR,med_prof,182,indication,199021,15505,NA,0.023,2.3,8,0.09,7.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,GR,med_prof,190,indication,199021,15695,NA,0.029,2.9000000000000004,7.8,0.1,7.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,GR,med_prof,70,indication,199021,15765,NA,0.034,3.4000000000000004,7.8,0.04,7.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,GR,med_prof,90,indication,199021,15855,NA,0.029,2.9000000000000004,7.7,0.05,7.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,GR,med_prof,112,indication,199021,15967,NA,0.03,3,7.6,0.06,8.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,GR,med_prof,115,indication,199021,16082,NA,0.025,2.5,7.5,0.06,8.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,GR,med_prof,144,indication,199021,16226,NA,0.028,2.8000000000000003,7.3999999999999995,0.07,8.15,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,GR,med_prof,94,indication,199021,16320,NA,0.015,1.5,7.199999999999999,0.05,8.2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,GR,med_prof,126,indication,199021,16446,NA,0.022,2.1999999999999997,7.1,0.06,8.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,GR,med_prof,105,indication,199021,16551,NA,0.02,2,7.000000000000001,0.05,8.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,GR,med_prof,109,indication,199021,16660,NA,0.02,2,6.9,0.05,8.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,GR,med_prof,83,indication,199021,16743,NA,0.016,1.6,6.800000000000001,0.04,8.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,GR,contact_vuln,0,indication,199021,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,GR,contact_vuln,0,indication,199021,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,GR,contact_vuln,89,indication,199021,89,NA,0.139,13.900000000000002,13.900000000000002,0.04,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,GR,contact_vuln,124,indication,199021,213,NA,0.065,6.5,8.4,0.06,0.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,GR,contact_vuln,106,indication,199021,319,NA,0.058,5.800000000000001,7.3,0.05,0.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,GR,contact_vuln,160,indication,199021,479,NA,0.052,5.2,6.5,0.08,0.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,GR,contact_vuln,191,indication,199021,670,NA,0.087,8.7,7.000000000000001,0.1,0.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,GR,contact_vuln,363,indication,199021,1033,NA,0.099,9.9,7.8,0.18,0.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,GR,contact_vuln,298,indication,199021,1331,NA,0.107,10.7,8.3,0.15,0.67,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,GR,contact_vuln,292,indication,199021,1623,NA,0.086,8.6,8.3,0.15,0.82,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,GR,contact_vuln,154,indication,199021,1777,NA,0.041,4.1000000000000005,7.6,0.08,0.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,GR,contact_vuln,306,indication,199021,2083,NA,0.068,6.800000000000001,7.5,0.15,1.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,GR,contact_vuln,332,indication,199021,2415,NA,0.106,10.6,7.8,0.17,1.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,GR,contact_vuln,682,indication,199021,3097,NA,0.133,13.3,8.6,0.34,1.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,GR,contact_vuln,386,indication,199021,3483,NA,0.075,7.5,8.5,0.19,1.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,GR,contact_vuln,1042,indication,199021,4525,NA,0.207,20.7,9.8,0.52,2.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,GR,contact_vuln,3021,indication,199021,7546,NA,0.394,39.4,14.000000000000002,1.52,3.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,GR,contact_vuln,2151,indication,199021,9697,NA,0.264,26.400000000000002,15.6,1.08,4.87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,GR,contact_vuln,1299,indication,199021,10996,NA,0.129,12.9,15.299999999999999,0.65,5.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,GR,contact_vuln,714,indication,199021,11710,NA,0.086,8.6,14.6,0.36,5.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,GR,contact_vuln,1024,indication,199021,12734,NA,0.099,9.9,14.000000000000002,0.51,6.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,GR,contact_vuln,1690,indication,199021,14424,NA,0.144,14.399999999999999,14.099999999999998,0.85,7.25,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,GR,contact_vuln,1374,indication,199021,15798,NA,0.104,10.4,13.700000000000001,0.69,7.94,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,GR,contact_vuln,1027,indication,199021,16825,NA,0.1,10,13.4,0.52,8.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,GR,contact_vuln,1423,indication,199021,18248,NA,0.112,11.200000000000001,13.200000000000001,0.71,9.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,GR,contact_vuln,1228,indication,199021,19476,NA,0.113,11.3,13,0.62,9.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,GR,contact_vuln,1328,indication,199021,20804,NA,0.106,10.6,12.9,0.67,10.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,GR,contact_vuln,1002,indication,199021,21806,NA,0.104,10.4,12.7,0.5,10.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,GR,contact_vuln,1085,indication,199021,22891,NA,0.109,10.9,12.6,0.55,11.5,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,GR,contact_vuln,504,indication,199021,23395,NA,0.093,9.3,12.5,0.25,11.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,GR,contact_vuln,825,indication,199021,24220,NA,0.105,10.5,12.4,0.41,12.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,GR,contact_vuln,581,indication,199021,24801,NA,0.087,8.7,12.3,0.29,12.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,GR,contact_vuln,149,indication,199021,24950,NA,0.073,7.3,12.3,0.07,12.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,GR,contact_vuln,238,indication,199021,25188,NA,0.076,7.6,12.2,0.12,12.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,GR,contact_vuln,196,indication,199021,25384,NA,0.052,5.2,12.1,0.1,12.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,GR,contact_vuln,234,indication,199021,25618,NA,0.051,5.1,11.899999999999999,0.12,12.87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,GR,contact_vuln,257,indication,199021,25875,NA,0.05,5,11.799999999999999,0.13,13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,GR,contact_vuln,151,indication,199021,26026,NA,0.025,2.5,11.5,0.08,13.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,GR,contact_vuln,187,indication,199021,26213,NA,0.032,3.2,11.3,0.09,13.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,GR,contact_vuln,172,indication,199021,26385,NA,0.033,3.3000000000000003,11.1,0.09,13.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,GR,contact_vuln,139,indication,199021,26524,NA,0.026,2.6,10.9,0.07,13.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,GR,contact_vuln,154,indication,199021,26678,NA,0.031,3.1,10.8,0.08,13.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,GR,contact_comm,0,indication,199021,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,GR,contact_comm,0,indication,199021,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,GR,contact_comm,0,indication,199021,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,GR,contact_comm,1,indication,199021,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,GR,contact_comm,1,indication,199021,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,GR,contact_comm,0,indication,199021,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,GR,contact_comm,0,indication,199021,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,GR,contact_comm,2,indication,199021,4,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,GR,contact_comm,1,indication,199021,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,GR,contact_comm,9,indication,199021,14,NA,0.001,0.1,0,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,GR,contact_comm,7,indication,199021,21,NA,0.001,0.1,0,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,GR,contact_comm,8,indication,199021,29,NA,0.001,0.1,0,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,GR,contact_comm,6,indication,199021,35,NA,0.001,0.1,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,GR,contact_comm,10,indication,199021,45,NA,0.001,0.1,0,0.01,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,GR,contact_comm,10,indication,199021,55,NA,0.001,0.1,0,0.01,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,GR,contact_comm,7,indication,199021,62,NA,0.001,0.1,0,0,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,GR,contact_comm,2,indication,199021,64,NA,0,0,0,0,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,GR,contact_comm,4,indication,199021,68,NA,0.001,0.1,0,0,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,GR,contact_comm,1,indication,199021,69,NA,0,0,0,0,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,GR,contact_comm,1,indication,199021,70,NA,0,0,0,0,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,GR,contact_comm,0,indication,199021,70,NA,0,0,0,0,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,GR,contact_comm,2,indication,199021,72,NA,0.001,0.1,0,0,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,GR,contact_comm,0,indication,199021,72,NA,0,0,0,0,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,GR,contact_comm,1,indication,199021,73,NA,0,0,0,0,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,GR,contact_comm,3,indication,199021,76,NA,0,0,0,0,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,GR,contact_comm,8,indication,199021,84,NA,0.001,0.1,0,0,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,GR,contact_comm,0,indication,199021,84,NA,0,0,0,0,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,GR,contact_comm,1,indication,199021,85,NA,0,0,0,0,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,GR,contact_comm,11,indication,199021,96,NA,0.002,0.2,0,0.01,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,GR,other,0,indication,199021,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,GR,other,0,indication,199021,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,GR,other,11,indication,199021,11,NA,0.017,1.7000000000000002,1.7000000000000002,0.01,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,GR,other,3,indication,199021,14,NA,0.002,0.2,0.6,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,GR,other,45,indication,199021,59,NA,0.025,2.5,1.4000000000000001,0.02,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,GR,other,82,indication,199021,141,NA,0.027,2.7,1.9,0.04,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,GR,other,16,indication,199021,157,NA,0.007,0.7000000000000001,1.6,0.01,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,GR,other,79,indication,199021,236,NA,0.022,2.1999999999999997,1.7999999999999998,0.04,0.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,GR,other,156,indication,199021,392,NA,0.056,5.6000000000000005,2.4,0.08,0.2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,GR,other,133,indication,199021,525,NA,0.039,3.9,2.7,0.07,0.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,GR,other,128,indication,199021,653,NA,0.034,3.4000000000000004,2.8000000000000003,0.06,0.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,GR,other,157,indication,199021,810,NA,0.035,3.5000000000000004,2.9000000000000004,0.08,0.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,GR,other,181,indication,199021,991,NA,0.058,5.800000000000001,3.2,0.09,0.5,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,GR,other,381,indication,199021,1372,NA,0.074,7.3999999999999995,3.8,0.19,0.69,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,GR,other,220,indication,199021,1592,NA,0.043,4.3,3.9,0.11,0.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,GR,other,632,indication,199021,2224,NA,0.125,12.5,4.8,0.32,1.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,GR,other,1168,indication,199021,3392,NA,0.152,15.2,6.3,0.59,1.7,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,GR,other,1678,indication,199021,5070,NA,0.206,20.599999999999998,8.200000000000001,0.84,2.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,GR,other,3219,indication,199021,8289,NA,0.319,31.900000000000002,11.5,1.62,4.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,GR,other,3813,indication,199021,12102,NA,0.461,46.1,15.1,1.92,6.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,GR,other,4055,indication,199021,16157,NA,0.393,39.300000000000004,17.8,2.04,8.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,GR,other,6293,indication,199021,22450,NA,0.537,53.7,21.9,3.16,11.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,GR,other,7310,indication,199021,29760,NA,0.555,55.50000000000001,25.8,3.67,14.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,GR,other,6128,indication,199021,35888,NA,0.6,60,28.499999999999996,3.08,18.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,GR,other,8806,indication,199021,44694,NA,0.696,69.6,32.300000000000004,4.42,22.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,GR,other,7416,indication,199021,52110,NA,0.682,68.2,34.9,3.73,26.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,GR,other,9101,indication,199021,61211,NA,0.73,73,37.8,4.57,30.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,GR,other,6715,indication,199021,67926,NA,0.694,69.39999999999999,39.6,3.37,34.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,GR,other,7351,indication,199021,75277,NA,0.736,73.6,41.5,3.69,37.82,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,GR,other,3955,indication,199021,79232,NA,0.729,72.89999999999999,42.4,1.99,39.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,GR,other,5995,indication,199021,85227,NA,0.765,76.5,43.8,3.01,42.82,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,GR,other,5098,indication,199021,90325,NA,0.768,76.8,44.9,2.56,45.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,GR,other,1459,indication,199021,91784,NA,0.716,71.6,45.1,0.73,46.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,GR,other,2190,indication,199021,93974,NA,0.702,70.19999999999999,45.5,1.1,47.22,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,GR,other,2895,indication,199021,96869,NA,0.763,76.3,46.1,1.45,48.67,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,GR,other,3627,indication,199021,100496,NA,0.789,78.9,46.800000000000004,1.82,50.5,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,GR,other,4132,indication,199021,104628,NA,0.801,80.10000000000001,47.599999999999994,2.08,52.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,GR,other,5079,indication,199021,109707,NA,0.832,83.2,48.5,2.55,55.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,GR,other,4601,indication,199021,114308,NA,0.794,79.4,49.3,2.31,57.44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,GR,other,4270,indication,199021,118578,NA,0.808,80.80000000000001,50,2.15,59.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,GR,other,4409,indication,199021,122987,NA,0.826,82.6,50.7,2.22,61.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,GR,other,4165,indication,199021,127152,NA,0.827,82.69999999999999,51.4,2.09,63.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,JU,age,0,indication,73584,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,JU,age,0,indication,73584,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,JU,age,275,indication,73584,275,NA,0.514,51.4,51.4,0.37,0.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,JU,age,199,indication,73584,474,NA,0.453,45.300000000000004,48.699999999999996,0.27,0.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,JU,age,573,indication,73584,1047,NA,0.516,51.6,50.2,0.78,1.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,JU,age,371,indication,73584,1418,NA,0.61,61,52.7,0.5,1.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,JU,age,712,indication,73584,2130,NA,0.586,58.599999999999994,54.50000000000001,0.97,2.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,JU,age,489,indication,73584,2619,NA,0.536,53.6,54.300000000000004,0.66,3.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,JU,age,718,indication,73584,3337,NA,0.539,53.900000000000006,54.300000000000004,0.98,4.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,JU,age,899,indication,73584,4236,NA,0.679,67.9,56.699999999999996,1.22,5.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,JU,age,791,indication,73584,5027,NA,0.637,63.7,57.699999999999996,1.07,6.83,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,JU,age,868,indication,73584,5895,NA,0.614,61.4,58.199999999999996,1.18,8.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,JU,age,784,indication,73584,6679,NA,0.679,67.9,59.199999999999996,1.07,9.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
