date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202131,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202132,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202133,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202134,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202135,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202136,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202137,BS,unknown,1,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202138,BS,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202139,BS,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202140,BS,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202052,CH,male,400,sex,4268863,400,0.01,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.354,35.4
202053,CH,male,2184,sex,4268863,2584,0.05,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.416,41.6
202101,CH,male,13068,sex,4268863,15652,0.31,0.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.384,38.4
202102,CH,male,23671,sex,4268863,39323,0.55,0.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.428,42.8
202103,CH,male,43935,sex,4268863,83258,1.03,1.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.438,43.8
202104,CH,male,49639,sex,4268863,132897,1.16,3.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.446,44.6
202105,CH,male,42739,sex,4268863,175636,1,4.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.428,42.8
202106,CH,male,55491,sex,4268863,231127,1.3,5.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.415,41.5
202107,CH,male,57482,sex,4268863,288609,1.35,6.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.441,44.1
202108,CH,male,60563,sex,4268863,349172,1.42,8.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.44,44
202109,CH,male,66518,sex,4268863,415690,1.56,9.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.44,44
202110,CH,male,65564,sex,4268863,481254,1.54,11.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.433,43.3
202111,CH,male,64963,sex,4268863,546217,1.52,12.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.431,43.1
202112,CH,male,81615,sex,4268863,627832,1.91,14.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.45,45
202113,CH,male,78489,sex,4268863,706321,1.84,16.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.451,45.1
202114,CH,male,95592,sex,4268863,801913,2.24,18.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.456,45.6
202115,CH,male,135737,sex,4268863,937650,3.18,21.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.462,46.2
202116,CH,male,170564,sex,4268863,1108214,4,25.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.467,46.7
202117,CH,male,181312,sex,4268863,1289526,4.25,30.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.469,46.9
202118,CH,male,212309,sex,4268863,1501835,4.97,35.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.471,47.099999999999994
202119,CH,male,227510,sex,4268863,1729345,5.33,40.51,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.487,48.699999999999996
202120,CH,male,277428,sex,4268863,2006773,6.5,47.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.488,48.8
202121,CH,male,275925,sex,4268863,2282698,6.46,53.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.498,49.8
202122,CH,male,315783,sex,4268863,2598481,7.4,60.87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.499,49.9
202123,CH,male,326707,sex,4268863,2925188,7.65,68.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.51,51
202124,CH,male,309775,sex,4268863,3234963,7.26,75.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.516,51.6
202125,CH,male,271077,sex,4268863,3506040,6.35,82.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.524,52.400000000000006
202126,CH,male,233050,sex,4268863,3739090,5.46,87.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.521,52.1
202127,CH,male,215083,sex,4268863,3954173,5.04,92.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.522,52.2
202128,CH,male,191039,sex,4268863,4145212,4.48,97.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.525,52.5
202129,CH,male,154739,sex,4268863,4299951,3.62,100.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.526,52.6
202130,CH,male,96882,sex,4268863,4396833,2.27,103,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.518,51.800000000000004
202131,CH,male,70110,sex,4268863,4466943,1.64,104.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.514,51.4
202132,CH,male,67725,sex,4268863,4534668,1.59,106.23,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.508,50.8
202133,CH,male,72417,sex,4268863,4607085,1.7,107.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.507,50.7
202134,CH,male,80042,sex,4268863,4687127,1.88,109.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.503,50.3
202135,CH,male,78213,sex,4268863,4765340,1.83,111.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.504,50.4
202136,CH,male,98039,sex,4268863,4863379,2.3,113.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.512,51.2
202137,CH,male,112722,sex,4268863,4976101,2.64,116.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.515,51.5
202138,CH,male,98715,sex,4268863,5074816,2.31,118.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.512,51.2
202139,CH,male,82308,sex,4268863,5157124,1.93,120.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.505,50.5
202140,CH,male,82975,sex,4268863,5240099,1.94,122.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.514,51.4
202052,CH,female,729,sex,4337170,729,0.02,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.646,64.60000000000001
202053,CH,female,3067,sex,4337170,3796,0.07,0.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.584,58.4
202101,CH,female,20982,sex,4337170,24778,0.48,0.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.616,61.6
202102,CH,female,31662,sex,4337170,56440,0.73,1.3,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.572,57.199999999999996
202103,CH,female,56274,sex,4337170,112714,1.3,2.6,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.561,56.10000000000001
202104,CH,female,61704,sex,4337170,174418,1.42,4.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.554,55.400000000000006
202105,CH,female,57149,sex,4337170,231567,1.32,5.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.572,57.199999999999996
202106,CH,female,78060,sex,4337170,309627,1.8,7.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.584,58.4
202107,CH,female,72792,sex,4337170,382419,1.68,8.82,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.559,55.900000000000006
202108,CH,female,77150,sex,4337170,459569,1.78,10.6,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.56,56.00000000000001
202109,CH,female,84737,sex,4337170,544306,1.95,12.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.56,56.00000000000001
202110,CH,female,85872,sex,4337170,630178,1.98,14.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.567,56.699999999999996
202111,CH,female,85699,sex,4337170,715877,1.98,16.51,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.569,56.89999999999999
202112,CH,female,99763,sex,4337170,815640,2.3,18.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.55,55.00000000000001
202113,CH,female,95591,sex,4337170,911231,2.2,21.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.549,54.900000000000006
202114,CH,female,114101,sex,4337170,1025332,2.63,23.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.544,54.400000000000006
202115,CH,female,158094,sex,4337170,1183426,3.65,27.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.538,53.800000000000004
202116,CH,female,194412,sex,4337170,1377838,4.48,31.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.533,53.300000000000004
202117,CH,female,205501,sex,4337170,1583339,4.74,36.51,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.531,53.1
202118,CH,female,237866,sex,4337170,1821205,5.48,41.99,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.528,52.800000000000004
202119,CH,female,239460,sex,4337170,2060665,5.52,47.51,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.513,51.300000000000004
202120,CH,female,290452,sex,4337170,2351117,6.7,54.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.511,51.1
202121,CH,female,278226,sex,4337170,2629343,6.41,60.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.502,50.2
202122,CH,female,316921,sex,4337170,2946264,7.31,67.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.501,50.1
202123,CH,female,314303,sex,4337170,3260567,7.25,75.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.49,49
202124,CH,female,290801,sex,4337170,3551368,6.7,81.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.484,48.4
202125,CH,female,246202,sex,4337170,3797570,5.68,87.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.476,47.599999999999994
202126,CH,female,214028,sex,4337170,4011598,4.93,92.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.479,47.9
202127,CH,female,196748,sex,4337170,4208346,4.54,97.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.478,47.8
202128,CH,female,172540,sex,4337170,4380886,3.98,101.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.474,47.4
202129,CH,female,139058,sex,4337170,4519944,3.21,104.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.473,47.3
202130,CH,female,90020,sex,4337170,4609964,2.08,106.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.481,48.1
202131,CH,female,66353,sex,4337170,4676317,1.53,107.82,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.486,48.6
202132,CH,female,65547,sex,4337170,4741864,1.51,109.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.492,49.2
202133,CH,female,70457,sex,4337170,4812321,1.62,110.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.493,49.3
202134,CH,female,79102,sex,4337170,4891423,1.82,112.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.497,49.7
202135,CH,female,77037,sex,4337170,4968460,1.78,114.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.496,49.6
202136,CH,female,93264,sex,4337170,5061724,2.15,116.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.487,48.699999999999996
202137,CH,female,105851,sex,4337170,5167575,2.44,119.15,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.484,48.4
202138,CH,female,94178,sex,4337170,5261753,2.17,121.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.488,48.8
202139,CH,female,80577,sex,4337170,5342330,1.86,123.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.495,49.5
202140,CH,female,78275,sex,4337170,5420605,1.8,124.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.485,48.5
202052,CH,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202053,CH,unknown,2,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202101,CH,unknown,2,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202102,CH,unknown,4,sex,NA,8,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202103,CH,unknown,12,sex,NA,20,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202104,CH,unknown,13,sex,NA,33,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202105,CH,unknown,8,sex,NA,41,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202106,CH,unknown,21,sex,NA,62,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202107,CH,unknown,19,sex,NA,81,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202108,CH,unknown,16,sex,NA,97,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202109,CH,unknown,18,sex,NA,115,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202110,CH,unknown,18,sex,NA,133,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202111,CH,unknown,66,sex,NA,199,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202112,CH,unknown,20,sex,NA,219,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202113,CH,unknown,21,sex,NA,240,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202114,CH,unknown,38,sex,NA,278,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202115,CH,unknown,91,sex,NA,369,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202116,CH,unknown,74,sex,NA,443,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202117,CH,unknown,79,sex,NA,522,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202118,CH,unknown,125,sex,NA,647,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202119,CH,unknown,103,sex,NA,750,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202120,CH,unknown,126,sex,NA,876,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202121,CH,unknown,158,sex,NA,1034,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202122,CH,unknown,196,sex,NA,1230,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202123,CH,unknown,206,sex,NA,1436,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202124,CH,unknown,254,sex,NA,1690,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202125,CH,unknown,252,sex,NA,1942,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202126,CH,unknown,179,sex,NA,2121,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202127,CH,unknown,173,sex,NA,2294,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202128,CH,unknown,195,sex,NA,2489,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.001,0.1
202129,CH,unknown,172,sex,NA,2661,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.001,0.1
202130,CH,unknown,117,sex,NA,2778,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.001,0.1
202131,CH,unknown,59,sex,NA,2837,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202132,CH,unknown,56,sex,NA,2893,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202133,CH,unknown,62,sex,NA,2955,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202134,CH,unknown,67,sex,NA,3022,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202135,CH,unknown,58,sex,NA,3080,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202136,CH,unknown,77,sex,NA,3157,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202137,CH,unknown,120,sex,NA,3277,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.001,0.1
202138,CH,unknown,93,sex,NA,3370,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202139,CH,unknown,61,sex,NA,3431,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202140,CH,unknown,119,sex,NA,3550,NA,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.001,0.1
202052,CHFL,male,400,sex,4288078,400,0.01,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.354,35.4
202053,CHFL,male,2184,sex,4288078,2584,0.05,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.416,41.6
202101,CHFL,male,13073,sex,4288078,15657,0.3,0.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.384,38.4
202102,CHFL,male,23674,sex,4288078,39331,0.55,0.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.428,42.8
202103,CHFL,male,44029,sex,4288078,83360,1.03,1.94,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.438,43.8
202104,CHFL,male,49776,sex,4288078,133136,1.16,3.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.445,44.5
202105,CHFL,male,42742,sex,4288078,175878,1,4.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.428,42.8
202106,CHFL,male,55584,sex,4288078,231462,1.3,5.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.415,41.5
202107,CHFL,male,57739,sex,4288078,289201,1.35,6.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.441,44.1
202108,CHFL,male,60859,sex,4288078,350060,1.42,8.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.439,43.9
202109,CHFL,male,66757,sex,4288078,416817,1.56,9.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.44,44
202110,CHFL,male,65875,sex,4288078,482692,1.54,11.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.433,43.3
202111,CHFL,male,65213,sex,4288078,547905,1.52,12.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.431,43.1
202112,CHFL,male,82150,sex,4288078,630055,1.92,14.69,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.45,45
202113,CHFL,male,78961,sex,4288078,709016,1.84,16.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.451,45.1
202114,CHFL,male,96012,sex,4288078,805028,2.24,18.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.456,45.6
202115,CHFL,male,136492,sex,4288078,941520,3.18,21.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.462,46.2
202116,CHFL,male,171912,sex,4288078,1113432,4.01,25.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.468,46.800000000000004
202117,CHFL,male,182098,sex,4288078,1295530,4.25,30.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.469,46.9
202118,CHFL,male,212946,sex,4288078,1508476,4.97,35.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.471,47.099999999999994
202119,CHFL,male,228544,sex,4288078,1737020,5.33,40.51,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.487,48.699999999999996
202120,CHFL,male,278855,sex,4288078,2015875,6.5,47.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.489,48.9
202121,CHFL,male,277057,sex,4288078,2292932,6.46,53.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.498,49.8
202122,CHFL,male,317150,sex,4288078,2610082,7.4,60.87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.499,49.9
202123,CHFL,male,328187,sex,4288078,2938269,7.65,68.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.51,51
202124,CHFL,male,311246,sex,4288078,3249515,7.26,75.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.516,51.6
202125,CHFL,male,271903,sex,4288078,3521418,6.34,82.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.524,52.400000000000006
202126,CHFL,male,234235,sex,4288078,3755653,5.46,87.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.521,52.1
202127,CHFL,male,216410,sex,4288078,3972063,5.05,92.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.522,52.2
202128,CHFL,male,192259,sex,4288078,4164322,4.48,97.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.525,52.5
202129,CHFL,male,155077,sex,4288078,4319399,3.62,100.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.526,52.6
202130,CHFL,male,96882,sex,4288078,4416281,2.26,102.99,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.518,51.800000000000004
202131,CHFL,male,70110,sex,4288078,4486391,1.63,104.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.514,51.4
202132,CHFL,male,68594,sex,4288078,4554985,1.6,106.22,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.508,50.8
202133,CHFL,male,73039,sex,4288078,4628024,1.7,107.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.507,50.7
202134,CHFL,male,80519,sex,4288078,4708543,1.88,109.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.503,50.3
202135,CHFL,male,78213,sex,4288078,4786756,1.82,111.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.504,50.4
202136,CHFL,male,98269,sex,4288078,4885025,2.29,113.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.512,51.2
202137,CHFL,male,113605,sex,4288078,4998630,2.65,116.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.515,51.5
202138,CHFL,male,99398,sex,4288078,5098028,2.32,118.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.511,51.1
202139,CHFL,male,82402,sex,4288078,5180430,1.92,120.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.505,50.5
202140,CHFL,male,83068,sex,4288078,5263498,1.94,122.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.514,51.4
202052,CHFL,female,729,sex,4356702,729,0.02,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.646,64.60000000000001
202053,CHFL,female,3067,sex,4356702,3796,0.07,0.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.584,58.4
202101,CHFL,female,20983,sex,4356702,24779,0.48,0.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.616,61.6
202102,CHFL,female,31664,sex,4356702,56443,0.73,1.3,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.572,57.199999999999996
202103,CHFL,female,56512,sex,4356702,112955,1.3,2.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.562,56.2
202104,CHFL,female,62065,sex,4356702,175020,1.42,4.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.555,55.50000000000001
202105,CHFL,female,57151,sex,4356702,232171,1.31,5.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.572,57.199999999999996
202106,CHFL,female,78295,sex,4356702,310466,1.8,7.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.585,58.5
202107,CHFL,female,73176,sex,4356702,383642,1.68,8.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.559,55.900000000000006
202108,CHFL,female,77640,sex,4356702,461282,1.78,10.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.561,56.10000000000001
202109,CHFL,female,85025,sex,4356702,546307,1.95,12.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.56,56.00000000000001
202110,CHFL,female,86212,sex,4356702,632519,1.98,14.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.567,56.699999999999996
202111,CHFL,female,86036,sex,4356702,718555,1.97,16.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.569,56.89999999999999
202112,CHFL,female,100352,sex,4356702,818907,2.3,18.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.55,55.00000000000001
202113,CHFL,female,96133,sex,4356702,915040,2.21,21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.549,54.900000000000006
202114,CHFL,female,114591,sex,4356702,1029631,2.63,23.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.544,54.400000000000006
202115,CHFL,female,158785,sex,4356702,1188416,3.64,27.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.538,53.800000000000004
202116,CHFL,female,195661,sex,4356702,1384077,4.49,31.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.532,53.2
202117,CHFL,female,206256,sex,4356702,1590333,4.73,36.5,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.531,53.1
202118,CHFL,female,238600,sex,4356702,1828933,5.48,41.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.528,52.800000000000004
202119,CHFL,female,240390,sex,4356702,2069323,5.52,47.5,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.513,51.300000000000004
202120,CHFL,female,291770,sex,4356702,2361093,6.7,54.19,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.511,51.1
202121,CHFL,female,279297,sex,4356702,2640390,6.41,60.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.502,50.2
