date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202105,JU,chronic_disease,2,indication,73584,2,0,0.003,0.3,0.3,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202106,JU,chronic_disease,3,indication,73584,5,0,0.007,0.7000000000000001,0.5,0,0.01,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202107,JU,chronic_disease,26,indication,73584,31,0,0.033,3.3000000000000003,1.6,0.04,0.04,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202108,JU,chronic_disease,72,indication,73584,103,0.1,0.164,16.400000000000002,4.3999999999999995,0.1,0.14,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202109,JU,chronic_disease,96,indication,73584,199,0.3,0.224,22.400000000000002,7.199999999999999,0.13,0.27,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202110,JU,chronic_disease,49,indication,73584,248,0.3,0.095,9.5,7.6,0.07,0.34,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,JU,chronic_disease,55,indication,73584,303,0.4,0.094,9.4,7.8,0.07,0.41,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,JU,chronic_disease,175,indication,73584,478,0.6,0.164,16.400000000000002,9.700000000000001,0.24,0.65,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,JU,chronic_disease,153,indication,73584,631,0.9,0.199,19.900000000000002,11.1,0.21,0.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,JU,chronic_disease,99,indication,73584,730,1,0.16,16,11.5,0.13,0.99,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,JU,chronic_disease,80,indication,73584,810,1.1,0.212,21.2,12.1,0.11,1.1,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,JU,chronic_disease,68,indication,73584,878,1.2,0.132,13.200000000000001,12.2,0.09,1.19,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,JU,chronic_disease,119,indication,73584,997,1.4,0.143,14.299999999999999,12.4,0.16,1.35,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,JU,chronic_disease,166,indication,73584,1163,1.6,0.154,15.4,12.7,0.23,1.58,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,JU,chronic_disease,274,indication,73584,1437,2,0.187,18.7,13.600000000000001,0.37,1.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,JU,chronic_disease,354,indication,73584,1791,2.4,0.225,22.5,14.7,0.48,2.43,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,JU,chronic_disease,428,indication,73584,2219,3,0.225,22.5,15.8,0.58,3.02,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,JU,chronic_disease,454,indication,73584,2673,3.6,0.201,20.1,16.400000000000002,0.62,3.63,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,JU,chronic_disease,402,indication,73584,3075,4.2,0.203,20.3,16.8,0.55,4.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202124,JU,chronic_disease,321,indication,73584,3396,4.6,0.121,12.1,16.2,0.44,4.62,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202125,JU,chronic_disease,280,indication,73584,3676,5,0.096,9.6,15.4,0.38,5,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202126,JU,chronic_disease,405,indication,73584,4081,5.5,0.13,13,15.1,0.55,5.55,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202127,JU,chronic_disease,330,indication,73584,4411,6,0.12,12,14.799999999999999,0.45,5.99,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202128,JU,chronic_disease,266,indication,73584,4677,6.4,0.141,14.099999999999998,14.799999999999999,0.36,6.36,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202129,JU,chronic_disease,96,indication,73584,4773,6.5,0.128,12.8,14.7,0.13,6.49,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202130,JU,chronic_disease,70,indication,73584,4843,6.6,0.126,12.6,14.7,0.1,6.58,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202131,JU,chronic_disease,82,indication,73584,4925,6.7,0.149,14.899999999999999,14.7,0.11,6.69,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202132,JU,chronic_disease,78,indication,73584,5003,6.8,0.131,13.100000000000001,14.7,0.11,6.8,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202133,JU,chronic_disease,87,indication,73584,5090,6.9,0.131,13.100000000000001,14.7,0.12,6.92,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202134,JU,chronic_disease,108,indication,73584,5198,7.1,0.148,14.799999999999999,14.7,0.15,7.06,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202135,JU,chronic_disease,58,indication,73584,5256,7.1,0.115,11.5,14.6,0.08,7.14,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202136,JU,chronic_disease,80,indication,73584,5336,7.3,0.12,12,14.6,0.11,7.25,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202137,JU,chronic_disease,70,indication,73584,5406,7.3,0.094,9.4,14.499999999999998,0.1,7.35,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202138,JU,chronic_disease,97,indication,73584,5503,7.5,0.124,12.4,14.399999999999999,0.13,7.48,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202139,JU,chronic_disease,167,indication,73584,5670,7.7,0.129,12.9,14.399999999999999,0.23,7.71,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202140,JU,chronic_disease,136,indication,73584,5806,7.9,0.127,12.7,14.299999999999999,0.18,7.89,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202052,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202053,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202101,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202102,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202103,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202104,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202105,JU,med_prof,128,indication,73584,128,0.2,0.189,18.9,18.9,0.17,0.17,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202106,JU,med_prof,76,indication,73584,204,0.3,0.176,17.599999999999998,18.4,0.1,0.28,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202107,JU,med_prof,123,indication,73584,327,0.4,0.155,15.5,17.2,0.17,0.44,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202108,JU,med_prof,11,indication,73584,338,0.5,0.025,2.5,14.499999999999998,0.01,0.46,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202109,JU,med_prof,4,indication,73584,342,0.5,0.009,0.8999999999999999,12.4,0.01,0.46,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202110,JU,med_prof,34,indication,73584,376,0.5,0.066,6.6000000000000005,11.5,0.05,0.51,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,JU,med_prof,91,indication,73584,467,0.6,0.155,15.5,12.1,0.12,0.63,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,JU,med_prof,211,indication,73584,678,0.9,0.198,19.8,13.700000000000001,0.29,0.92,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,JU,med_prof,124,indication,73584,802,1.1,0.161,16.1,14.099999999999998,0.17,1.09,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,JU,med_prof,156,indication,73584,958,1.3,0.252,25.2,15.2,0.21,1.3,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,JU,med_prof,53,indication,73584,1011,1.4,0.14,14.000000000000002,15.1,0.07,1.37,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,JU,med_prof,74,indication,73584,1085,1.5,0.144,14.399999999999999,15,0.1,1.47,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,JU,med_prof,86,indication,73584,1171,1.6,0.103,10.299999999999999,14.6,0.12,1.59,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,JU,med_prof,107,indication,73584,1278,1.7,0.099,9.9,14.000000000000002,0.15,1.74,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,JU,med_prof,87,indication,73584,1365,1.9,0.06,6,12.9,0.12,1.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,JU,med_prof,100,indication,73584,1465,2,0.063,6.3,12,0.14,1.99,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,JU,med_prof,65,indication,73584,1530,2.1,0.034,3.4000000000000004,10.9,0.09,2.08,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,JU,med_prof,85,indication,73584,1615,2.2,0.038,3.8,9.9,0.12,2.19,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,JU,med_prof,72,indication,73584,1687,2.3,0.036,3.5999999999999996,9.2,0.1,2.29,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202124,JU,med_prof,95,indication,73584,1782,2.4,0.036,3.5999999999999996,8.5,0.13,2.42,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202125,JU,med_prof,102,indication,73584,1884,2.6,0.035,3.5000000000000004,7.9,0.14,2.56,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202126,JU,med_prof,109,indication,73584,1993,2.7,0.035,3.5000000000000004,7.3999999999999995,0.15,2.71,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202127,JU,med_prof,110,indication,73584,2103,2.9,0.04,4,7.1,0.15,2.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202128,JU,med_prof,71,indication,73584,2174,3,0.038,3.8,6.9,0.1,2.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202129,JU,med_prof,30,indication,73584,2204,3,0.04,4,6.800000000000001,0.04,3,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202130,JU,med_prof,25,indication,73584,2229,3,0.045,4.5,6.800000000000001,0.03,3.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202131,JU,med_prof,33,indication,73584,2262,3.1,0.06,6,6.800000000000001,0.04,3.07,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202132,JU,med_prof,40,indication,73584,2302,3.1,0.067,6.7,6.800000000000001,0.05,3.13,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202133,JU,med_prof,37,indication,73584,2339,3.2,0.056,5.6000000000000005,6.7,0.05,3.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202134,JU,med_prof,41,indication,73584,2380,3.2,0.056,5.6000000000000005,6.7,0.06,3.23,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202135,JU,med_prof,32,indication,73584,2412,3.3,0.064,6.4,6.7,0.04,3.28,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202136,JU,med_prof,32,indication,73584,2444,3.3,0.048,4.8,6.7,0.04,3.32,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202137,JU,med_prof,47,indication,73584,2491,3.4,0.063,6.3,6.7,0.06,3.39,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202138,JU,med_prof,53,indication,73584,2544,3.5,0.068,6.800000000000001,6.7,0.07,3.46,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202139,JU,med_prof,82,indication,73584,2626,3.6,0.063,6.3,6.7,0.11,3.57,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202140,JU,med_prof,86,indication,73584,2712,3.7,0.08,8,6.7,0.12,3.69,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202052,JU,contact_vuln,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202053,JU,contact_vuln,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202101,JU,contact_vuln,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202102,JU,contact_vuln,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202103,JU,contact_vuln,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202104,JU,contact_vuln,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202105,JU,contact_vuln,1,indication,73584,1,0,0.001,0.1,0.1,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202106,JU,contact_vuln,1,indication,73584,2,0,0.002,0.2,0.2,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202107,JU,contact_vuln,13,indication,73584,15,0,0.016,1.6,0.8,0.02,0.02,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202108,JU,contact_vuln,10,indication,73584,25,0,0.023,2.3,1.0999999999999999,0.01,0.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202109,JU,contact_vuln,11,indication,73584,36,0,0.026,2.6,1.3,0.01,0.05,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202110,JU,contact_vuln,5,indication,73584,41,0.1,0.01,1,1.2,0.01,0.06,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,JU,contact_vuln,12,indication,73584,53,0.1,0.02,2,1.4000000000000001,0.02,0.07,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,JU,contact_vuln,53,indication,73584,106,0.1,0.05,5,2.1,0.07,0.14,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,JU,contact_vuln,48,indication,73584,154,0.2,0.062,6.2,2.7,0.07,0.21,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,JU,contact_vuln,42,indication,73584,196,0.3,0.068,6.800000000000001,3.1,0.06,0.27,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,JU,contact_vuln,28,indication,73584,224,0.3,0.074,7.3999999999999995,3.3000000000000003,0.04,0.3,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,JU,contact_vuln,28,indication,73584,252,0.3,0.054,5.4,3.5000000000000004,0.04,0.34,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,JU,contact_vuln,50,indication,73584,302,0.4,0.06,6,3.8,0.07,0.41,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,JU,contact_vuln,70,indication,73584,372,0.5,0.065,6.5,4.1000000000000005,0.1,0.51,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,JU,contact_vuln,123,indication,73584,495,0.7,0.084,8.4,4.7,0.17,0.67,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,JU,contact_vuln,161,indication,73584,656,0.9,0.102,10.2,5.4,0.22,0.89,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,JU,contact_vuln,245,indication,73584,901,1.2,0.129,12.9,6.4,0.33,1.22,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,JU,contact_vuln,454,indication,73584,1355,1.8,0.201,20.1,8.3,0.62,1.84,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,JU,contact_vuln,523,indication,73584,1878,2.6,0.264,26.400000000000002,10.299999999999999,0.71,2.55,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202124,JU,contact_vuln,658,indication,73584,2536,3.4,0.248,24.8,12.1,0.89,3.45,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202125,JU,contact_vuln,853,indication,73584,3389,4.6,0.293,29.299999999999997,14.2,1.16,4.61,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202126,JU,contact_vuln,767,indication,73584,4156,5.6,0.246,24.6,15.4,1.04,5.65,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202127,JU,contact_vuln,644,indication,73584,4800,6.5,0.234,23.400000000000002,16.1,0.88,6.52,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202128,JU,contact_vuln,411,indication,73584,5211,7.1,0.218,21.8,16.5,0.56,7.08,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202129,JU,contact_vuln,171,indication,73584,5382,7.3,0.228,22.8,16.6,0.23,7.31,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202130,JU,contact_vuln,106,indication,73584,5488,7.5,0.191,19.1,16.7,0.14,7.46,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202131,JU,contact_vuln,110,indication,73584,5598,7.6,0.2,20,16.7,0.15,7.61,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202132,JU,contact_vuln,87,indication,73584,5685,7.7,0.146,14.6,16.7,0.12,7.73,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202133,JU,contact_vuln,89,indication,73584,5774,7.8,0.134,13.4,16.6,0.12,7.85,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202134,JU,contact_vuln,74,indication,73584,5848,7.9,0.102,10.2,16.5,0.1,7.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202135,JU,contact_vuln,75,indication,73584,5923,8,0.149,14.899999999999999,16.5,0.1,8.05,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202136,JU,contact_vuln,95,indication,73584,6018,8.2,0.142,14.2,16.400000000000002,0.13,8.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202137,JU,contact_vuln,83,indication,73584,6101,8.3,0.112,11.200000000000001,16.3,0.11,8.29,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202138,JU,contact_vuln,82,indication,73584,6183,8.4,0.105,10.5,16.2,0.11,8.4,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202139,JU,contact_vuln,188,indication,73584,6371,8.7,0.145,14.499999999999998,16.1,0.26,8.66,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202140,JU,contact_vuln,81,indication,73584,6452,8.8,0.076,7.6,15.9,0.11,8.77,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202052,JU,contact_comm,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202053,JU,contact_comm,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202101,JU,contact_comm,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202102,JU,contact_comm,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202103,JU,contact_comm,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202104,JU,contact_comm,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202105,JU,contact_comm,246,indication,73584,246,0.3,0.364,36.4,36.4,0.33,0.33,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202106,JU,contact_comm,185,indication,73584,431,0.6,0.429,42.9,38.9,0.25,0.59,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202107,JU,contact_comm,186,indication,73584,617,0.8,0.235,23.5,32.5,0.25,0.84,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202108,JU,contact_comm,13,indication,73584,630,0.9,0.03,3,26.900000000000002,0.02,0.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202109,JU,contact_comm,3,indication,73584,633,0.9,0.007,0.7000000000000001,22.900000000000002,0,0.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202110,JU,contact_comm,0,indication,73584,633,0.9,0,0,19.3,0,0.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,JU,contact_comm,1,indication,73584,634,0.9,0.002,0.2,16.400000000000002,0,0.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,JU,contact_comm,5,indication,73584,639,0.9,0.005,0.5,13,0.01,0.87,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,JU,contact_comm,3,indication,73584,642,0.9,0.004,0.4,11.3,0,0.87,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,JU,contact_comm,0,indication,73584,642,0.9,0,0,10.2,0,0.87,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,JU,contact_comm,0,indication,73584,642,0.9,0,0,9.6,0,0.87,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,JU,contact_comm,0,indication,73584,642,0.9,0,0,8.9,0,0.87,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,JU,contact_comm,1,indication,73584,643,0.9,0.001,0.1,8,0,0.87,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,JU,contact_comm,1,indication,73584,644,0.9,0.001,0.1,7.1,0,0.88,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,JU,contact_comm,0,indication,73584,644,0.9,0,0,6.1,0,0.88,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,JU,contact_comm,1,indication,73584,645,0.9,0.001,0.1,5.3,0,0.88,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,JU,contact_comm,0,indication,73584,645,0.9,0,0,4.6,0,0.88,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,JU,contact_comm,6,indication,73584,651,0.9,0.003,0.3,4,0.01,0.88,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,JU,contact_comm,3,indication,73584,654,0.9,0.002,0.2,3.5999999999999996,0,0.89,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202124,JU,contact_comm,4,indication,73584,658,0.9,0.002,0.2,3.1,0.01,0.89,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202125,JU,contact_comm,9,indication,73584,667,0.9,0.003,0.3,2.8000000000000003,0.01,0.91,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202126,JU,contact_comm,11,indication,73584,678,0.9,0.004,0.4,2.5,0.01,0.92,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202127,JU,contact_comm,4,indication,73584,682,0.9,0.001,0.1,2.3,0.01,0.93,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202128,JU,contact_comm,6,indication,73584,688,0.9,0.003,0.3,2.1999999999999997,0.01,0.93,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202129,JU,contact_comm,4,indication,73584,692,0.9,0.005,0.5,2.1,0.01,0.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202130,JU,contact_comm,1,indication,73584,693,0.9,0.002,0.2,2.1,0,0.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202131,JU,contact_comm,0,indication,73584,693,0.9,0,0,2.1,0,0.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202132,JU,contact_comm,1,indication,73584,694,0.9,0.002,0.2,2,0,0.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202133,JU,contact_comm,1,indication,73584,695,0.9,0.002,0.2,2,0,0.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202134,JU,contact_comm,1,indication,73584,696,0.9,0.001,0.1,2,0,0.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202135,JU,contact_comm,2,indication,73584,698,0.9,0.004,0.4,1.9,0,0.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202136,JU,contact_comm,3,indication,73584,701,1,0.004,0.4,1.9,0,0.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202137,JU,contact_comm,0,indication,73584,701,1,0,0,1.9,0,0.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202138,JU,contact_comm,0,indication,73584,701,1,0,0,1.7999999999999998,0,0.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202139,JU,contact_comm,3,indication,73584,704,1,0.002,0.2,1.7999999999999998,0,0.96,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202140,JU,contact_comm,10,indication,73584,714,1,0.009,0.8999999999999999,1.7999999999999998,0.01,0.97,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202052,JU,other,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202053,JU,other,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202101,JU,other,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202102,JU,other,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202103,JU,other,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202104,JU,other,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202105,JU,other,0,indication,73584,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202106,JU,other,2,indication,73584,2,0,0.005,0.5,0.2,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202107,JU,other,2,indication,73584,4,0,0.003,0.3,0.2,0,0.01,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202108,JU,other,2,indication,73584,6,0,0.005,0.5,0.3,0,0.01,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202109,JU,other,4,indication,73584,10,0,0.009,0.8999999999999999,0.4,0.01,0.01,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202110,JU,other,5,indication,73584,15,0,0.01,1,0.5,0.01,0.02,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,JU,other,2,indication,73584,17,0,0.003,0.3,0.4,0,0.02,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,JU,other,3,indication,73584,20,0,0.003,0.3,0.4,0,0.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,JU,other,1,indication,73584,21,0,0.001,0.1,0.4,0,0.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,JU,other,13,indication,73584,34,0,0.021,2.1,0.5,0.02,0.05,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,JU,other,2,indication,73584,36,0,0.005,0.5,0.5,0,0.05,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,JU,other,25,indication,73584,61,0.1,0.049,4.9,0.8,0.03,0.08,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,JU,other,33,indication,73584,94,0.1,0.04,4,1.2,0.04,0.13,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,JU,other,40,indication,73584,134,0.2,0.037,3.6999999999999997,1.5,0.05,0.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
